,capped_normalized_return,eval_episode_return,eval_frame_rate,eval_num_episodes,frame,human_gap,iteration,normalized_return,train_episode_return,train_exploration_epsilon,train_frame_rate,train_num_episodes,environment_name,seed
149,-1,0.0,-1,-1,56000000,-1,-1,0.0,-1,-1,-1,-1,freeway,4
150,-1,0.0,-1,-1,58000000,-1,-1,0.0,-1,-1,-1,-1,freeway,4
151,-1,0.3,-1,-1,60000000,-1,-1,0.010135135135135134,-1,-1,-1,-1,freeway,4
152,-1,0.1,-1,-1,62000000,-1,-1,0.0033783783783783786,-1,-1,-1,-1,freeway,4
153,-1,0.1,-1,-1,64000000,-1,-1,0.0033783783783783786,-1,-1,-1,-1,freeway,4
154,-1,0.0,-1,-1,66000000,-1,-1,0.0,-1,-1,-1,-1,freeway,4
155,-1,0.0,-1,-1,68000000,-1,-1,0.0,-1,-1,-1,-1,freeway,4
156,-1,0.2,-1,-1,70000000,-1,-1,0.006756756756756757,-1,-1,-1,-1,freeway,4
157,-1,125.0,-1,-1,0,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
158,-1,125.0,-1,-1,2000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
159,-1,125.0,-1,-1,4000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
160,-1,125.0,-1,-1,6000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
161,-1,125.0,-1,-1,8000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
162,-1,125.0,-1,-1,10000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
163,-1,125.0,-1,-1,12000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
164,-1,125.0,-1,-1,14000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
165,-1,125.0,-1,-1,16000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
166,-1,125.0,-1,-1,18000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
167,-1,125.0,-1,-1,20000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
168,-1,125.0,-1,-1,22000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
169,-1,125.0,-1,-1,24000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
170,-1,125.0,-1,-1,26000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
171,-1,125.0,-1,-1,28000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
172,-1,125.0,-1,-1,30000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
173,-1,125.0,-1,-1,32000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
174,-1,125.0,-1,-1,34000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
175,-1,150.0,-1,-1,36000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
176,-1,142.5,-1,-1,38000000,-1,-1,-0.0016100999917237854,-1,-1,-1,-1,qbert,1
177,-1,150.0,-1,-1,40000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
178,-1,125.0,-1,-1,42000000,-1,-1,-0.002926770545703516,-1,-1,-1,-1,qbert,1
179,-1,150.0,-1,-1,44000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
180,-1,150.0,-1,-1,46000000,-1,-1,-0.001045812611446758,-1,-1,-1,-1,qbert,1
